CustomerID,Customer_Lifetime_Value,Coverage,Education,EmploymentStatus,Gender,Income,Location_Geo,Location_Code,Marital_Status,Monthly_Premium_Auto,Months_Since_Last_Claim,Months_Since_Policy_Inception,Number_of_Open_Complaints,Number_of_Policies,Policy_Type,Policy,Renew_Offer_Type,Sales_Channel,Total_Claim_Amount,Vehicle_Class,Vehicle_Size
8042,5109.50079,Basic,College,Retired,M,22338,286763,Suburban,Married,123,20,10,4,1,Personal Auto,Personal L2,Offer3,Call Center,780.090361,SUV,2
5325,4983.114656,Extended,High School or Below,Unemployed,F,0,22289,Suburban,Divorced,133,9,85,0,1,Personal Auto,Personal L3,Offer1,Branch,957.6,Sports Car,1
2704,4928.397077,Basic,Bachelor,Employed,F,61785,283766,Urban,Married,61,31,47,0,5,Personal Auto,Personal L3,Offer3,Web,271.10697,Two-Door Car,1
6292,9209.41167,Basic,High School or Below,Employed,F,31365,287757,Suburban,Married,115,1,12,0,7,Special Auto,Special L2,Offer1,Call Center,828,SUV,2
182,27564.73951,Extended,Bachelor,Disabled,F,26410,221872,Rural,Married,91,17,90,0,2,Corporate Auto,Corporate L1,Offer2,Agent,184.516188,Four-Door Car,1
1286,5512.342258,Extended,Master,Employed,M,45971,129801,Rural,Married,138,15,91,0,1,Special Auto,Special L3,Offer1,Branch,139.826393,SUV,2
6289,8093.898245,Basic,High School or Below,Employed,M,59839,128806,Suburban,Single,107,8,52,2,8,Personal Auto,Personal L2,Offer2,Agent,513.6,SUV,2
1673,3980.838735,Premium,High School or Below,Employed,M,92539,13802,Suburban,Single,101,2,61,0,1,Personal Auto,Personal L2,Offer3,Agent,707.408058,Four-Door Car,2
8638,6039.020697,Extended,High School or Below,Unemployed,F,0,171786,Suburban,Single,87,25,50,1,6,Personal Auto,Personal L2,Offer1,Branch,640.8,Four-Door Car,2
9867,3735.838129,Basic,High School or Below,Unemployed,M,0,287786,Suburban,Single,106,3,85,0,1,Personal Auto,Personal L3,Offer1,Branch,784.8,SUV,2
4958,2619.337376,Basic,Bachelor,Employed,M,78618,177786,Suburban,Divorced,66,7,56,0,1,Corporate Auto,Corporate L2,Offer1,Branch,725.849253,Four-Door Car,3
1316,7507.455372,Basic,College,Employed,M,60920,168781,Urban,Single,64,10,61,0,2,Personal Auto,Personal L2,Offer2,Agent,231.201886,Two-Door Car,2
11135,8161.944953,Premium,Bachelor,Employed,F,,189726,Suburban,Married,101,11,23,0,1,Personal Auto,Personal L3,Offer2,Agent,112.660916,Four-Door Car,2
9882,5398.098108,Basic,Bachelor,Employed,F,73775,176785,Suburban,Divorced,67,14,51,0,3,Personal Auto,Personal L3,Offer2,Agent,321.6,Four-Door Car,2
2063,5323.866117,Extended,High School or Below,Employed,F,64706,177795,Rural,Single,135,0,30,0,1,Corporate Auto,Corporate L2,Offer1,Agent,77.129691,SUV,2
4865,8827.229838,Extended,High School or Below,Unemployed,M,0,187718,Suburban,Single,123,35,38,1,3,Personal Auto,Personal L3,Offer2,Branch,1088.38378,SUV,2
1153,3342.177957,Extended,College,Unemployed,F,0,169784,Suburban,Married,91,8,60,0,1,Personal Auto,Personal L2,Offer1,Agent,436.8,Four-Door Car,2
11573,2698.048753,Basic,Master,Employed,M,40154,196729,Suburban,Married,67,24,17,0,1,Corporate Auto,Corporate L1,Offer1,Branch,360.670642,Four-Door Car,2
5518,14944.83656,Basic,High School or Below,Unemployed,F,0,284778,Suburban,Married,68,11,52,0,2,Personal Auto,Personal L3,Offer1,Agent,326.4,Four-Door Car,2
3454,22103.5072,Basic,College,Unemployed,M,0,171779,Suburban,Married,102,35,48,0,2,Personal Auto,Personal L3,Offer1,Branch,489.6,SUV,2
11004,16159.54237,Extended,College,Employed,F,34455,222889,Suburban,Married,65,14,52,0,2,Personal Auto,Personal L1,Offer4,Agent,638.4,SUV,1
8716,9294.54951,Extended,Bachelor,Employed,F,21370,177783,Rural,Married,77,1,35,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,105.181202,Four-Door Car,2
7142,5074.246068,Basic,High School or Below,Employed,F,26733,174776,Suburban,Married,65,13,53,0,9,Special Auto,Special L1,Offer4,Branch,312,Two-Door Car,2
3011,8231.223361,Basic,College,Unemployed,F,0,177784,Urban,Divorced,113,4,70,0,4,Personal Auto,Personal L3,Offer1,Web,373.073162,SUV,2
832,11315.20373,Premium,Bachelor,Disabled,F,11885,292778,Suburban,Divorced,101,18,39,0,2,Personal Auto,Personal L2,Offer1,Agent,484.8,Four-Door Car,2
9935,4430.572112,Basic,High School or Below,Employed,M,24059,171781,Suburban,Married,112,31,17,0,1,Personal Auto,Personal L3,Offer4,Web,537.6,SUV,2
11163,13596.19972,Basic,High School or Below,Employed,M,20128,127796,Suburban,Married,70,28,10,2,2,Personal Auto,Personal L2,Offer2,Branch,336,Four-Door Car,2
1472,5358.163394,Basic,Bachelor,Employed,M,77095,279778,Suburban,Married,68,20,84,3,9,Personal Auto,Corporate L2,Offer2,Branch,326.4,Four-Door Car,3
4392,9392.557553,Basic,College,Unemployed,M,0,189727,Suburban,Single,88,4,52,0,2,Personal Auto,Personal L3,Offer3,Branch,851.146266,Four-Door Car,2
1647,3013.439451,Extended,Bachelor,Disabled,M,21353,187737,Suburban,Divorced,80,28,21,0,1,Personal Auto,Personal L3,Offer3,Agent,576,Four-Door Car,2
7011,3371.528475,Basic,Bachelor,Employed,F,74918,167794,Rural,Married,83,17,42,1,1,Corporate Auto,Corporate L3,Offer2,Agent,28.126402,Two-Door Car,2
5041,3619.060986,Extended,Bachelor,Unemployed,F,0,17791,Urban,Married,98,27,47,0,1,Personal Auto,Personal L3,Offer2,Web,310.842085,Four-Door Car,2
9997,5081.741976,Basic,High School or Below,Unemployed,F,0,192731,Rural,Married,69,17,76,0,7,Personal Auto,Personal L1,Offer3,Branch,93.697638,Two-Door Car,2
9109,5039.435344,Basic,High School or Below,Medical Leave,M,29957,172772,Suburban,Married,67,9,82,0,3,Personal Auto,Personal L3,Offer2,Agent,321.6,Four-Door Car,3
739,11315.20373,Premium,Bachelor,Disabled,F,11885,292779,Suburban,Divorced,101,18,39,0,2,Special Auto,Special L1,Offer1,Agent,484.8,Four-Door Car,2
6449,6047.02516,Extended,College,Employed,M,20396,189725,Suburban,Married,76,15,60,1,4,Personal Auto,Personal L3,Offer1,Branch,364.8,Four-Door Car,2
2752,5688.20499,Basic,Bachelor,Employed,F,44833,124797,Suburban,Divorced,72,24,59,0,3,Personal Auto,Personal L2,Offer1,Agent,345.6,Two-Door Car,2
11194,4318.433036,Premium,College,Disabled,F,17572,181784,Suburban,Married,110,0,35,0,1,Personal Auto,Personal L1,Offer3,Call Center,639.769748,Two-Door Car,2
1094,2638.140052,Basic,College,Employed,F,,217893,Suburban,Single,72,31,38,0,1,Special Auto,Special L2,Offer1,Agent,525.6,Four-Door Car,2
5094,15839.08876,Extended,Doctor,Employed,M,44930,172768,Rural,Married,132,19,42,0,2,Personal Auto,Personal L3,Offer2,Call Center,111.049063,SUV,2
9596,8838.085637,Basic,Bachelor,Employed,M,82664,193736,Rural,Married,114,24,10,3,9,Personal Auto,Personal L3,Offer2,Agent,133.425609,SUV,2
885,3873.647046,Basic,College,Retired,M,28142,196726,Suburban,Divorced,105,34,74,0,1,Personal Auto,Personal L1,Offer1,Agent,701.708239,Sports Car,2
8916,9025.067525,Premium,Bachelor,Medical Leave,F,23675,169795,Suburban,Married,117,4,31,0,7,Personal Auto,Personal L2,Offer1,Branch,707.925645,Four-Door Car,2
3155,22332.43946,Extended,College,Employed,M,49078,288757,Suburban,Single,97,10,3,0,2,Corporate Auto,Corporate L3,Offer2,Web,470.4,Four-Door Car,1
1012,3032.816016,Extended,Bachelor,Employed,M,73782,17777,Rural,Married,76,11,97,0,1,Special Auto,Special L3,Offer2,Branch,111.622054,Four-Door Car,1
189,2436.875126,Basic,College,Employed,F,48875,167783,Rural,Married,61,20,9,0,1,Personal Auto,Personal L1,Offer1,Call Center,1.838367,Two-Door Car,3
6139,10759.40004,Extended,High School or Below,Unemployed,F,0,169798,Suburban,Divorced,97,12,24,0,2,Personal Auto,Personal L1,Offer1,Web,465.6,Two-Door Car,3
7037,8693.631249,Basic,College,Disabled,F,17453,221884,Suburban,Married,118,12,70,1,9,Personal Auto,Personal L2,Offer1,Branch,566.4,SUV,3
1774,2989.963139,Basic,Bachelor,Employed,F,79867,17179,Rural,Divorced,74,25,76,0,1,Personal Auto,Personal L2,Offer1,Branch,78.172321,Four-Door Car,3
2954,2396.219292,Basic,Bachelor,Unemployed,F,0,193735,Suburban,Married,66,6,71,2,1,Corporate Auto,Corporate L1,Offer2,Call Center,433.160284,Four-Door Car,1
2467,5493.02213,Basic,High School or Below,Employed,M,24976,181725,Suburban,Single,72,2,60,1,3,Personal Auto,Personal L3,Offer3,Agent,566.199335,Two-Door Car,2
7488,3731.504584,Extended,High School or Below,Unemployed,F,0,173794,Suburban,Married,96,31,34,0,1,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,1
2722,5807.659307,Premium,High School or Below,Unemployed,M,0,223867,Suburban,Married,165,29,54,0,1,Personal Auto,Personal L3,Offer1,Branch,1027.000029,SUV,2
8706,8744.727173,Basic,Bachelor,Employed,M,61706,189739,Rural,Married,110,6,71,0,7,Corporate Auto,Corporate L3,Offer3,Call Center,223.905524,SUV,3
5939,2617.182661,Basic,College,Medical Leave,M,25143,286771,Suburban,Married,65,20,0,0,1,Personal Auto,Personal L1,Offer2,Branch,496.8,Four-Door Car,2
11518,2155.209879,Basic,High School or Below,Unemployed,F,0,173774,Suburban,Single,70,22,67,3,1,Personal Auto,Personal L3,Offer1,Branch,336,Four-Door Car,2
4735,10963.95723,Premium,High School or Below,Employed,M,55687,172777,Suburban,Divorced,276,33,91,0,1,Corporate Auto,Corporate L2,Offer1,Agent,1324.8,Luxury SUV,2
1457,4526.94696,Basic,High School or Below,Employed,F,92921,195725,Rural,Married,112,35,49,0,1,Personal Auto,Personal L2,Offer2,Call Center,109.28708,SUV,2
9019,2534.306443,Basic,Bachelor,Employed,M,21606,282763,Suburban,Divorced,71,21,22,3,1,Personal Auto,Personal L3,Offer4,Call Center,340.8,Four-Door Car,2
8539,10592.58753,Extended,Bachelor,Employed,F,42513,22866,Suburban,Married,129,21,59,0,1,Personal Auto,Personal L3,Offer1,Agent,628.8,SUV,1
3786,3649.658983,Extended,High School or Below,Medical Leave,M,19013,178798,Suburban,Married,95,1,58,0,1,Corporate Auto,Corporate L1,Offer3,Call Center,456,Four-Door Car,2
5281,3260.74476,Extended,High School or Below,Unemployed,M,0,173778,Suburban,Married,90,8,33,0,1,Personal Auto,Personal L3,Offer2,Call Center,432,Two-Door Car,2
281,2968.077571,Extended,Bachelor,Employed,F,31532,28576,Urban,Divorced,76,3,41,1,1,Personal Auto,Personal L2,Offer4,Branch,319.131547,Two-Door Car,2
3201,2652.695343,Basic,Bachelor,Employed,M,82655,168775,Suburban,Married,66,8,93,0,1,Personal Auto,Personal L2,Offer2,Web,316.8,Two-Door Car,2
5494,4334.210791,Premium,Bachelor,Unemployed,F,0,174787,Suburban,Single,116,6,87,0,1,Personal Auto,Personal L3,Offer2,Agent,1065.617464,Four-Door Car,3
8319,4004.5513,Premium,College,Unemployed,M,0,29766,Suburban,Married,107,21,65,0,1,Personal Auto,Personal L3,Offer2,Agent,513.6,Four-Door Car,2
5969,7762.590564,Premium,College,Disabled,F,23827,191736,Rural,Married,106,18,77,2,3,Personal Auto,Personal L3,Offer1,Agent,37.910623,Four-Door Car,2
11281,8236.917193,Premium,High School or Below,Unemployed,F,0,13801,Suburban,Married,106,11,15,0,6,Special Auto,Special L2,Offer1,Web,603.058114,Four-Door Car,1
1406,2300.691547,Basic,Bachelor,Retired,M,25905,17783,Suburban,Divorced,63,21,12,0,1,Personal Auto,Personal L3,Offer1,Agent,302.4,Four-Door Car,1
2439,7276.340609,Basic,College,Unemployed,F,0,167784,Suburban,Single,108,11,84,2,3,Corporate Auto,Corporate L3,Offer1,Agent,777.6,Sports Car,2
10046,2659.70565,Extended,College,Unemployed,F,0,227903,Suburban,Divorced,87,4,4,3,1,Personal Auto,Corporate L3,Offer2,Agent,420.041981,Four-Door Car,2
10839,3123.080994,Basic,Bachelor,Unemployed,M,0,226887,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L3,Offer1,Agent,960.115399,SUV,1
7362,2685.738737,Basic,High School or Below,Employed,M,45754,284757,Suburban,Divorced,69,34,88,0,1,Personal Auto,Personal L3,Offer2,Web,333.189774,Two-Door Car,2
1548,2652.061785,Basic,High School or Below,Unemployed,F,0,226882,Suburban,Married,70,7,1,1,1,Corporate Auto,Corporate L3,Offer3,Call Center,484.318536,Two-Door Car,2
5376,13883.32934,Basic,High School or Below,Unemployed,F,0,174784,Suburban,Single,65,3,85,0,9,Corporate Auto,Corporate L3,Offer2,Agent,1418.4,Luxury Car,1
9056,4462.997006,Basic,Bachelor,Unemployed,F,0,186737,Suburban,Single,73,35,52,3,5,Corporate Auto,Corporate L3,Offer1,Web,350.4,Two-Door Car,2
11012,6425.709981,Extended,High School or Below,Medical Leave,M,19508,28768,Suburban,Married,88,9,88,0,7,Personal Auto,Personal L2,Offer2,Call Center,580.622219,Two-Door Car,2
826,3803.921781,Extended,Bachelor,Employed,F,33043,189726,Suburban,Married,98,10,64,0,1,Personal Auto,Personal L3,Offer3,Agent,494.4,Two-Door Car,2
5676,5176.730072,Basic,Master,Employed,F,,189726,Suburban,Single,69,26,3,0,4,Personal Auto,Personal L2,Offer2,Call Center,504,Four-Door Car,2
1606,5953.352957,Premium,High School or Below,Employed,M,42889,19726,Rural,Married,145,7,63,0,1,Personal Auto,Personal L2,Offer1,Agent,26.951627,SUV,2
11493,3343.933131,Extended,Bachelor,Employed,M,40794,283757,Urban,Divorced,87,6,87,0,1,Personal Auto,Personal L3,Offer4,Branch,334.452807,Four-Door Car,2
4904,10110.76997,Extended,College,Employed,M,76276,184725,Rural,Single,86,24,19,0,2,Corporate Auto,Corporate L3,Offer4,Web,93.309811,Two-Door Car,1
4529,4660.006868,Basic,High School or Below,Unemployed,M,0,19173,Suburban,Single,67,11,87,0,3,Personal Auto,Personal L2,Offer1,Web,482.4,Two-Door Car,2
9236,2300.691547,Basic,Bachelor,Retired,M,25905,13815,Suburban,Divorced,65,21,12,0,1,Personal Auto,Personal L3,Offer1,Agent,302.4,Four-Door Car,1
4922,16107.19004,Basic,Bachelor,Medical Leave,F,26463,189726,Suburban,Married,66,18,7,0,2,Personal Auto,Personal L2,Offer1,Branch,685.12694,Four-Door Car,2
4628,3540.206231,Basic,Bachelor,Employed,F,62863,201732,Rural,Married,88,18,52,0,1,Corporate Auto,Corporate L1,Offer3,Agent,94.507735,Four-Door Car,2
2477,20498.83124,Basic,Master,Employed,M,56070,195739,Rural,Divorced,74,5,73,0,2,Personal Auto,Personal L3,Offer1,Branch,87.990528,Two-Door Car,2
8692,20096.89337,Basic,High School or Below,Employed,F,92766,133808,Suburban,Married,65,17,15,0,2,Personal Auto,Personal L2,Offer2,Agent,379.029102,Two-Door Car,1
10695,3045.05813,Basic,College,Employed,M,45587,228876,Rural,Married,77,4,32,1,1,Personal Auto,Corporate L3,Offer2,Web,33.781673,Four-Door Car,1
1713,4625.548098,Basic,College,Disabled,F,21720,128803,Suburban,Single,124,15,77,1,1,Personal Auto,Personal L3,Offer1,Call Center,532.8,SUV,2
6685,6005.214792,Extended,High School or Below,Employed,M,26876,293764,Suburban,Single,76,17,72,0,8,Personal Auto,Personal L3,Offer1,Agent,364.8,Four-Door Car,2
7877,3209.663044,Extended,Master,Employed,F,78494,225901,Rural,Divorced,79,6,40,0,1,Personal Auto,Personal L3,Offer2,Web,122.305677,Two-Door Car,2
2646,7635.883324,Extended,High School or Below,Employed,M,30262,167781,Suburban,Married,98,0,96,1,9,Personal Auto,Personal L3,Offer2,Agent,499.22561,Four-Door Car,1
9125,27580.55396,Extended,College,Unemployed,M,0,175785,Suburban,Divorced,87,16,41,1,2,Personal Auto,Personal L3,Offer1,Agent,417.6,Four-Door Car,1
1226,5173.485319,Basic,College,Unemployed,F,0,16777,Suburban,Married,69,30,69,0,9,Personal Auto,Personal L2,Offer1,Call Center,331.2,Four-Door Car,2
343,2872.051273,Basic,High School or Below,Employed,M,57749,168782,Suburban,Single,74,31,21,0,1,Personal Auto,Personal L2,Offer1,Branch,355.2,Two-Door Car,2
7456,3200.795405,Extended,Bachelor,Unemployed,F,0,188725,Suburban,Married,86,8,37,0,1,Corporate Auto,Corporate L2,Offer1,Branch,412.8,Four-Door Car,3
9611,36293.14678,Extended,Bachelor,Medical Leave,M,18047,168769,Suburban,Married,242,5,50,0,2,Personal Auto,Personal L1,Offer1,Call Center,1350.379181,Luxury SUV,2
3864,2654.380994,Basic,Master,Employed,M,73196,13801,Rural,Married,66,0,93,1,1,Personal Auto,Personal L2,Offer2,Web,85.809817,Four-Door Car,1
6260,4111.888285,Premium,College,Employed,F,65085,18772,Urban,Married,103,20,55,0,1,Personal Auto,Personal L2,Offer2,Call Center,480.073548,Four-Door Car,2
9327,8558.038795,Basic,High School or Below,Medical Leave,M,13908,126814,Suburban,Married,116,12,74,2,8,Corporate Auto,Corporate L3,Offer1,Web,804.130779,SUV,2
7945,3829.278604,Extended,Bachelor,Disabled,F,19240,202739,Suburban,Married,99,25,69,0,1,Personal Auto,Personal L2,Offer3,Call Center,475.2,Four-Door Car,3
7298,5448.555219,Basic,Bachelor,Employed,M,85296,229875,Suburban,Married,68,15,47,0,6,Personal Auto,Personal L3,Offer3,Web,342.515136,Four-Door Car,2
9460,2862.563059,Basic,Bachelor,Employed,F,76356,192717,Suburban,Married,71,4,61,0,1,Personal Auto,Personal L3,Offer3,Branch,340.8,Two-Door Car,2
2714,4311.416903,Basic,College,Unemployed,M,0,179796,Suburban,Single,67,0,71,1,3,Personal Auto,Personal L3,Offer3,Call Center,482.4,Four-Door Car,2
7165,9688.129179,Basic,College,Medical Leave,F,24584,126814,Urban,Single,66,11,74,0,2,Corporate Auto,Corporate L3,Offer1,Agent,279.706613,Four-Door Car,2
8889,12168.74492,Basic,Bachelor,Retired,M,14973,19172,Suburban,Divorced,115,2,75,0,2,Personal Auto,Personal L2,Offer1,Branch,828,SUV,2
8772,7465.980556,Extended,High School or Below,Employed,F,38874,191728,Suburban,Married,93,14,9,0,3,Personal Auto,Personal L1,Offer1,Web,451.2,Two-Door Car,3
10399,13755.54279,Extended,Bachelor,Medical Leave,M,15340,137799,Suburban,Divorced,121,12,47,0,2,Corporate Auto,Corporate L2,Offer1,Branch,686.501976,SUV,2
5849,7663.871432,Basic,Bachelor,Unemployed,F,0,22889,Suburban,Single,109,5,95,0,3,Personal Auto,Personal L3,Offer2,Call Center,523.2,SUV,3
11383,8278.716567,Extended,High School or Below,Disabled,M,16924,186723,Suburban,Single,226,23,69,0,1,Personal Auto,Personal L2,Offer1,Branch,1084.8,Luxury SUV,2
10342,5479.555081,Basic,Master,Employed,M,56005,22788,Suburban,Married,68,31,30,1,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,3
670,7482.486135,Extended,Bachelor,Employed,F,48992,173791,Urban,Married,94,30,0,1,7,Personal Auto,Personal L2,Offer1,Agent,426.072946,Four-Door Car,2
8026,2582.185301,Basic,Bachelor,Employed,M,68074,19746,Rural,Married,65,12,62,0,1,Personal Auto,Personal L1,Offer4,Branch,27.987867,Four-Door Car,2
4464,4879.384813,Basic,Master,Employed,F,67163,127807,Rural,Married,61,17,41,0,5,Personal Auto,Personal L1,Offer1,Call Center,33.192803,Two-Door Car,3
946,20552.62128,Basic,High School or Below,Unemployed,F,0,282785,Suburban,Single,187,22,97,1,2,Corporate Auto,Corporate L2,Offer1,Agent,1430.336183,Luxury SUV,2
2266,6462.22199,Basic,Bachelor,Unemployed,M,0,189716,Suburban,Single,65,17,41,0,2,Personal Auto,Corporate L2,Offer4,Call Center,312,Four-Door Car,2
10552,4348.139173,Basic,High School or Below,Unemployed,F,0,174789,Suburban,Single,62,20,9,0,7,Corporate Auto,Corporate L1,Offer1,Agent,675.661163,Four-Door Car,3
6934,12584.00638,Basic,Master,Employed,M,83013,131795,Rural,Married,103,2,75,0,2,Corporate Auto,Corporate L3,Offer1,Agent,155.125923,SUV,2
1870,2962.722482,Extended,Bachelor,Medical Leave,F,19948,191728,Suburban,Divorced,65,19,11,0,1,Personal Auto,Personal L2,Offer3,Agent,398.4,Four-Door Car,1
9646,5345.201117,Extended,College,Employed,M,55571,18784,Suburban,Married,135,4,46,0,1,Personal Auto,Personal L2,Offer4,Agent,904.813121,SUV,2
2960,33451.7935,Extended,Bachelor,Employed,F,85689,186712,Urban,Married,92,5,8,0,2,Corporate Auto,Corporate L3,Offer1,Agent,237.946822,Four-Door Car,3
6800,4941.650159,Extended,Bachelor,Unemployed,M,0,19724,Suburban,Single,137,17,5,0,1,Personal Auto,Personal L3,Offer3,Branch,986.4,SUV,2
8736,20957.60504,Basic,College,Unemployed,M,0,166782,Suburban,Single,66,12,44,0,2,Corporate Auto,Corporate L1,Offer3,Agent,326.4,Four-Door Car,1
10467,2114.738469,Basic,Bachelor,Unemployed,F,0,186737,Suburban,Single,72,30,69,5,1,Personal Auto,Personal L2,Offer3,Web,518.4,Four-Door Car,2
6916,9332.494982,Extended,Bachelor,Employed,M,58007,168772,Suburban,Single,81,23,71,0,2,Special Auto,Special L3,Offer1,Agent,518.346912,Two-Door Car,3
3135,29199.81072,Premium,Bachelor,Employed,M,67739,184736,Rural,Divorced,149,4,76,0,2,Personal Auto,Personal L3,Offer1,Agent,270.373444,SUV,2
5078,2481.842224,Basic,High School or Below,Unemployed,F,0,172773,Rural,Married,63,24,51,0,1,Personal Auto,Personal L2,Offer3,Call Center,35.45384,Four-Door Car,2
2729,8175.315246,Basic,Bachelor,Unemployed,F,0,189726,Suburban,Married,109,17,74,0,1,Personal Auto,Personal L3,Offer1,Agent,523.2,SUV,2
8378,23405.98798,Basic,Bachelor,Employed,M,71941,193737,Urban,Married,73,18,89,0,2,Personal Auto,Personal L1,Offer2,Web,198.234764,Four-Door Car,2
10663,4157.698118,Basic,Bachelor,Unemployed,M,0,191723,Suburban,Single,64,3,56,0,7,Personal Auto,Personal L2,Offer1,Agent,307.2,Two-Door Car,2
1813,10369.3874,Basic,Bachelor,Retired,M,14290,185711,Suburban,Divorced,101,3,66,0,2,Personal Auto,Personal L3,Offer1,Branch,588.742251,Sports Car,2
5772,9061.63365,Basic,Bachelor,Unemployed,M,0,194721,Suburban,Single,65,19,87,0,2,Corporate Auto,Corporate L2,Offer1,Branch,413.288528,Four-Door Car,3
5937,25581.61014,Basic,College,Employed,M,27961,169798,Suburban,Married,72,15,64,0,2,Personal Auto,Personal L3,Offer1,Agent,345.6,Two-Door Car,3
6231,2708.019336,Basic,High School or Below,Employed,M,53807,193719,Rural,Divorced,68,25,69,0,1,Personal Auto,Personal L3,Offer4,Web,63.760358,Two-Door Car,2
3122,7708.883885,Extended,College,Employed,F,71134,173778,Rural,Married,98,21,95,3,8,Personal Auto,Personal L3,Offer1,Web,196.37368,Two-Door Car,2
11099,5337.352409,Basic,Doctor,Employed,F,68931,229895,Urban,Married,66,32,2,0,5,Personal Auto,Personal L1,Offer3,Call Center,276.590788,Two-Door Car,2
5693,6674.44805,Extended,High School or Below,Unemployed,M,0,23873,Suburban,Single,98,7,24,0,9,Personal Auto,Personal L3,Offer2,Call Center,931.648937,Two-Door Car,2
7551,25674.14895,Extended,Doctor,Employed,F,,178789,Urban,Divorced,214,7,56,0,1,Personal Auto,Personal L3,Offer1,Agent,842.000858,Luxury SUV,3
8979,4594.292826,Basic,High School or Below,Employed,F,39053,187711,Suburban,Married,114,5,66,0,1,Personal Auto,Personal L1,Offer3,Agent,547.2,Sports Car,2
2630,2833.797966,Basic,High School or Below,Employed,M,45360,2978,Suburban,Divorced,73,16,71,0,1,Corporate Auto,Corporate L1,Offer2,Branch,350.4,Four-Door Car,2
3635,4698.521352,Basic,College,Unemployed,M,0,188728,Suburban,Single,67,2,48,0,4,Personal Auto,Special L2,Offer1,Agent,656.959783,Four-Door Car,2
6981,2981.549197,Basic,College,Employed,M,80590,169786,Rural,Married,65,2,95,0,1,Personal Auto,Corporate L1,Offer2,Branch,100.517679,Four-Door Car,2
8764,3046.248976,Extended,High School or Below,Unemployed,M,0,12481,Suburban,Single,98,4,43,2,1,Personal Auto,Personal L1,Offer1,Branch,705.6,Four-Door Car,3
193,2707.429536,Basic,College,Employed,F,51455,171776,Rural,Married,67,16,85,0,1,Personal Auto,Personal L1,Offer2,Agent,11.046789,Four-Door Car,2
7694,2989.912494,Extended,Bachelor,Unemployed,M,0,293767,Suburban,Married,83,23,11,0,1,Personal Auto,Personal L3,Offer2,Web,398.4,Two-Door Car,1
629,2795.546288,Basic,High School or Below,Employed,M,69809,185743,Rural,Married,70,0,60,0,1,Personal Auto,Personal L1,Offer2,Branch,111.823103,Two-Door Car,2
3800,5680.276365,Basic,College,Employed,M,82255,197736,Rural,Married,71,29,59,0,5,Personal Auto,Personal L2,Offer1,Branch,145.004323,Four-Door Car,2
4041,6751.437153,Extended,High School or Below,Unemployed,M,0,134803,Suburban,Married,95,14,78,0,9,Personal Auto,Personal L3,Offer1,Agent,456,Four-Door Car,3
2271,24967.75842,Basic,High School or Below,Employed,M,66825,169771,Rural,Married,69,11,47,0,2,Personal Auto,Personal L3,Offer4,Agent,70.031111,Four-Door Car,2
10115,4775.475851,Basic,High School or Below,Employed,M,78757,13815,Rural,Married,65,24,33,0,5,Personal Auto,Personal L3,Offer2,Branch,66.667784,Four-Door Car,2
6949,13023.9329,Premium,High School or Below,Employed,F,64985,288782,Rural,Married,108,23,94,0,2,Personal Auto,Personal L3,Offer1,Web,16.425514,Two-Door Car,3
5274,2701.039719,Basic,College,Employed,F,39141,19873,Suburban,Married,68,22,7,0,1,Personal Auto,Personal L1,Offer2,Branch,402.456296,Four-Door Car,3
6947,7247.713672,Basic,High School or Below,Employed,M,86122,287778,Suburban,Married,182,33,54,1,1,Personal Auto,Personal L2,Offer2,Agent,873.6,Luxury SUV,3
5750,4542.405346,Basic,Bachelor,Employed,M,90156,187734,Urban,Married,113,5,63,0,1,Personal Auto,Personal L3,Offer1,Branch,534.079032,Sports Car,2
7725,16388.09542,Basic,Bachelor,Unemployed,F,0,225886,Suburban,Single,68,5,4,1,2,Personal Auto,Personal L2,Offer2,Call Center,483.578159,Four-Door Car,1
6458,5989.773931,Premium,College,Employed,M,66839,19739,Suburban,Single,154,33,24,0,1,Personal Auto,Personal L3,Offer2,Branch,739.2,Sports Car,2
10565,8332.730557,Extended,College,Retired,M,26487,221899,Suburban,Divorced,90,35,68,0,3,Personal Auto,Personal L3,Offer2,Agent,403.2,Four-Door Car,2
7599,3109.007806,Extended,High School or Below,Employed,M,77485,192721,Urban,Married,77,0,87,0,1,Corporate Auto,Corporate L2,Offer2,Branch,355.909266,Four-Door Car,2
10688,2004.350666,Basic,College,Unemployed,F,0,129797,Suburban,Single,61,12,1,4,1,Personal Auto,Personal L1,Offer1,Branch,304.156333,Four-Door Car,1
851,32725.2974,Premium,Doctor,Employed,F,77915,172801,Rural,Married,192,32,3,0,2,Personal Auto,Personal L3,Offer1,Agent,4.845348,Sports Car,2
10135,8395.806331,Premium,Doctor,Unemployed,F,0,222869,Rural,Married,110,22,72,0,9,Personal Auto,Personal L1,Offer1,Agent,161.092415,Four-Door Car,2
10747,9546.81655,Extended,College,Medical Leave,M,15406,28774,Suburban,Married,65,7,40,0,3,Personal Auto,Personal L3,Offer3,Call Center,892.8,SUV,2
